StudentID,SchoolID,FirstName,LastName,DateOfBirth,Gender,EnrollmentDate,IsActive,EconomicStatus,ELL,SpecialEducation,IEPStatus,PerformanceLevel,AttendancePropensity
6927,18,Morgan,Lee,2015-11-03,Other,2024-03-01,1,Free,0,0,No IEP,58,0.83
6928,18,Oliver,White,2013-04-05,Other,2024-01-19,1,Reduced,0,0,No IEP,23,0.74
6929,18,Isaiah,Garcia,2015-10-09,Male,2022-10-26,1,Free,0,0,No IEP,76,0.74
6930,18,Logan,Allen,2019-10-16,Male,2023-05-27,1,Full Price,1,0,No IEP,45,0.83
6931,18,Bailey,Davis,2008-11-28,Female,2023-08-26,1,Full Price,0,0,No IEP,95,0.97
6932,18,Harper,White,2016-09-19,Other,2023-06-16,1,Free,0,0,No IEP,87,0.94
6933,18,Gabriel,Garcia,2017-08-13,Male,2023-06-19,1,Reduced,0,1,No IEP,58,0.81
6934,18,Casey,Johnson,2018-11-20,Female,2022-09-20,1,Reduced,0,0,No IEP,63,0.61
6935,18,Alex,Smith,2014-03-17,Female,2022-10-27,1,Free,0,1,No IEP,75,0.94
6936,18,Noah,Davis,2007-05-20,Other,2023-11-14,0,Reduced,0,0,No IEP,97,0.9
6937,18,Parker,Hall,2009-11-11,Other,2023-05-30,1,Free,0,0,Evaluation Pending,77,0.63
6938,18,Finley,Jones,2007-02-03,Male,2022-09-11,1,Full Price,0,1,No IEP,98,0.92
6939,18,Harper,Martinez,2012-11-26,Female,2022-12-30,1,Free,0,0,No IEP,59,0.89
6940,18,Kendrick,Garcia,2019-12-02,Male,2023-03-18,1,Full Price,1,0,No IEP,44,0.5
6941,18,Dakota,Brown,2007-08-15,Other,2023-05-09,1,Free,0,0,No IEP,75,0.94
6942,18,Kendrick,Brown,2015-06-16,Other,2023-02-23,1,Free,0,0,Current IEP,64,0.92
6943,18,Finley,Allen,2011-02-10,Other,2023-03-15,1,Full Price,0,0,No IEP,65,0.92
6944,18,Eden,Brown,2017-03-12,Other,2024-02-11,1,Reduced,1,0,No IEP,62,0.77
6945,18,Kendrick,Brown,2006-10-27,Other,2023-05-30,0,Full Price,0,0,No IEP,81,0.98
6946,18,Gabriel,Garcia,2017-04-03,Male,2024-01-20,1,Free,0,0,No IEP,35,0.59
6947,18,Morgan,Davis,2014-10-15,Female,2023-02-19,1,Full Price,0,1,No IEP,72,0.96
6948,18,Harper,Brown,2009-03-08,Male,2023-07-10,1,Free,0,0,No IEP,58,0.96
6949,18,Bailey,Davis,2013-12-07,Other,2023-01-16,1,Free,1,0,No IEP,45,0.67
6950,18,Casey,Garcia,2010-02-03,Female,2024-02-18,1,Reduced,0,0,No IEP,109,0.97
6951,18,Oliver,Davis,2010-03-14,Male,2022-07-26,1,Reduced,0,0,No IEP,48,0.68
6952,18,Harper,Miller,2010-06-14,Male,2022-12-09,1,Full Price,0,0,No IEP,72,0.76
6953,18,Finley,Young,2014-02-06,Other,2024-02-19,1,Full Price,1,0,No IEP,44,0.57
6954,18,Noah,Davis,2011-12-12,Other,2022-07-05,1,Full Price,1,0,No IEP,51,0.96
6955,18,Dakota,Garcia,2011-11-02,Male,2023-07-09,1,Reduced,0,0,No IEP,18,0.67
6956,18,Harper,Rodriguez,2009-06-20,Female,2022-11-03,1,Full Price,0,0,No IEP,87,0.98
6957,18,Isaiah,Garcia,2010-08-25,Other,2022-07-21,1,Reduced,0,0,No IEP,84,0.9
6958,18,Oliver,Jones,2019-02-24,Other,2024-02-20,1,Free,1,0,Current IEP,93,0.94
6959,18,Bailey,Martinez,2019-07-21,Female,2022-12-20,1,Reduced,0,1,No IEP,86,0.95
6960,18,Isaiah,Martinez,2012-01-01,Other,2022-07-22,1,Reduced,0,0,No IEP,82,0.72
6961,18,Alex,Davis,2015-08-17,Other,2022-07-31,1,Reduced,0,0,Current IEP,85,0.73
6962,18,Bailey,Smith,2011-11-01,Other,2023-04-04,1,Free,0,0,No IEP,43,0.83
6963,18,Dakota,Smith,2013-01-06,Other,2023-07-21,1,Free,0,0,No IEP,67,0.92
6964,18,Dakota,Jones,2020-07-23,Male,2022-08-01,1,Reduced,0,0,Current IEP,83,0.95
6965,18,Harper,Allen,2019-03-09,Female,2023-11-18,1,Reduced,0,0,No IEP,97,0.97
6966,18,Jordan,White,2014-04-18,Female,2024-02-27,1,Full Price,0,0,No IEP,74,0.77
6967,18,Jordan,Martinez,2011-05-27,Female,2022-11-09,1,Full Price,0,0,No IEP,52,0.85
6968,18,Alex,Davis,2010-03-15,Female,2022-10-29,1,Full Price,0,1,No IEP,88,0.97
6969,18,Jordan,Lee,2006-06-03,Male,2023-12-02,1,Free,0,1,Current IEP,24,0.95
6970,18,Morgan,Young,2016-07-17,Female,2023-11-12,1,Free,0,0,No IEP,90,0.93
6971,18,Gabriel,Brown,2010-04-23,Male,2023-03-07,1,Free,0,0,No IEP,106,0.73
6972,18,Alex,Lee,2008-02-25,Male,2022-07-22,1,Free,0,0,Current IEP,43,0.57
6973,18,Gabriel,Smith,2011-04-24,Female,2023-09-12,1,Free,0,0,No IEP,77,0.98
6974,18,Alex,Martinez,2009-04-11,Male,2023-10-04,1,Reduced,0,0,No IEP,87,0.95
6975,18,Harper,Garcia,2013-03-08,Other,2023-02-12,1,Free,0,0,Current IEP,78,0.81
6976,18,Dakota,Williams,2011-03-05,Female,2023-09-16,1,Reduced,0,0,No IEP,87,0.91
6977,18,Eden,White,2017-05-26,Male,2023-02-22,1,Free,0,1,No IEP,98,0.93
6978,18,Finley,White,2019-12-17,Other,2023-11-28,1,Full Price,1,0,No IEP,65,0.57
6979,18,Alex,Williams,2011-08-15,Other,2022-11-16,1,Reduced,0,1,No IEP,62,0.75
6980,18,Kendrick,Garcia,2020-08-18,Other,2023-08-13,1,Free,1,0,Current IEP,51,0.81
6981,18,Casey,White,2010-07-06,Other,2023-07-28,1,Reduced,0,0,Current IEP,88,0.98
6982,18,Bailey,Jones,2010-04-26,Female,2023-09-06,1,Reduced,0,0,No IEP,88,0.9
6983,18,Jordan,Rodriguez,2014-05-16,Male,2022-12-20,1,Reduced,0,0,No IEP,67,0.9
6984,18,Jordan,Smith,2017-01-25,Other,2024-05-04,1,Free,0,0,No IEP,101,0.73
6985,18,Dakota,Williams,2013-12-09,Male,2024-04-25,1,Free,0,0,No IEP,73,0.75
6986,18,Casey,Brown,2013-07-23,Other,2022-07-11,1,Full Price,0,0,No IEP,72,0.95
6987,18,Noah,White,2006-04-18,Other,2023-10-26,1,Reduced,0,0,No IEP,74,0.91
6988,18,Jordan,Jones,2012-09-07,Male,2023-08-30,1,Free,0,0,No IEP,97,0.92
6989,18,Alex,Garcia,2006-02-02,Female,2022-12-26,1,Reduced,0,0,Current IEP,56,0.92
6990,18,Bailey,Garcia,2014-08-22,Female,2023-04-16,1,Reduced,0,0,No IEP,59,0.97
6991,18,Casey,Miller,2016-04-20,Male,2023-10-09,1,Free,1,0,No IEP,60,0.98
6992,18,Oliver,Williams,2006-03-01,Male,2023-01-27,1,Free,0,0,No IEP,65,0.57
6993,18,Harper,Hall,2019-05-03,Female,2023-12-06,1,Free,0,0,No IEP,42,0.85
6994,18,Oliver,Johnson,2007-04-06,Other,2024-05-09,1,Free,0,0,No IEP,83,0.95
6995,18,Bailey,Allen,2008-12-14,Other,2024-01-21,1,Reduced,0,0,No IEP,71,0.59
6996,18,Casey,Johnson,2018-11-26,Female,2024-03-06,1,Reduced,0,0,No IEP,95,0.92
6997,18,Finley,Smith,2007-04-24,Other,2023-07-13,1,Free,0,1,No IEP,78,0.88
6998,18,Harper,Garcia,2015-05-20,Male,2023-01-24,1,Free,0,0,Current IEP,62,0.74
6999,18,Isaiah,Rodriguez,2007-05-21,Male,2024-01-28,1,Reduced,0,0,No IEP,79,0.9
7000,18,Casey,Garcia,2006-04-04,Female,2022-09-10,1,Free,0,0,No IEP,88,0.81
7001,18,Isaiah,Walker,2012-07-24,Male,2023-10-12,1,Reduced,0,0,No IEP,77,0.92
7002,18,Kendrick,Williams,2008-06-03,Female,2023-03-19,1,Free,0,1,No IEP,61,0.92
7003,18,Morgan,Walker,2019-10-03,Male,2024-02-07,1,Reduced,0,0,No IEP,70,0.94
7004,18,Isaiah,Smith,2017-11-13,Male,2024-01-06,1,Free,0,0,No IEP,83,0.97
7005,18,Parker,Jones,2012-01-09,Male,2023-03-19,1,Reduced,0,0,No IEP,86,0.94
7006,18,Harper,Lee,2014-09-23,Other,2024-01-29,1,Free,1,0,No IEP,63,0.89
7007,18,Alex,Young,2012-02-21,Male,2024-03-20,1,Free,0,0,No IEP,58,0.92
7008,18,Harper,Williams,2008-07-13,Male,2023-06-14,1,Free,0,1,No IEP,30,0.97
7009,18,Noah,Williams,2013-02-04,Other,2022-11-16,1,Free,0,0,No IEP,75,0.71
7010,18,Kendrick,Williams,2020-10-06,Female,2022-11-13,1,Free,0,0,No IEP,0,0.96
7011,18,Jordan,White,2006-05-03,Other,2023-08-26,1,Free,0,0,No IEP,65,0.91
7012,18,Noah,Brown,2010-09-05,Male,2023-08-02,1,Reduced,0,0,No IEP,61,0.79
7013,18,Casey,Smith,2008-03-27,Other,2022-11-07,1,Free,0,1,No IEP,66,0.93
7014,18,Bailey,Williams,2013-04-01,Female,2024-03-25,0,Free,0,0,No IEP,42,0.83
7015,18,Morgan,Davis,2012-02-12,Male,2023-11-04,1,Free,0,0,No IEP,67,0.89
7016,18,Gabriel,Davis,2020-12-28,Other,2022-11-19,1,Reduced,0,0,No IEP,69,0.84
7017,18,Morgan,Jones,2016-10-20,Female,2022-09-01,1,Free,0,0,No IEP,108,0.82
7018,18,Isaiah,Walker,2017-02-27,Male,2023-08-23,1,Free,0,1,Current IEP,59,0.93
7019,18,Harper,Young,2016-12-25,Female,2022-10-06,1,Free,0,0,No IEP,50,0.79
7020,18,Eden,Brown,2007-03-03,Female,2023-11-12,1,Free,0,0,No IEP,42,0.7
7021,18,Alex,Hall,2018-09-22,Male,2022-12-24,1,Free,0,0,No IEP,46,0.77
7022,18,Jordan,White,2009-01-22,Other,2024-03-11,1,Reduced,0,1,No IEP,86,0.97
7023,18,Casey,Jones,2011-03-20,Male,2022-08-20,1,Free,0,0,No IEP,75,0.68
7024,18,Kendrick,Young,2010-12-18,Female,2023-10-05,1,Full Price,1,0,No IEP,32,0.9
7025,18,Parker,Allen,2010-07-28,Other,2022-10-01,1,Free,0,0,No IEP,63,0.77
7026,18,Parker,Davis,2019-03-04,Other,2022-08-14,1,Reduced,0,1,Current IEP,75,0.97
7027,18,Isaiah,Miller,2012-12-22,Female,2024-05-22,1,Reduced,0,0,No IEP,46,0.75
7028,18,Casey,Allen,2008-10-16,Other,2024-04-30,1,Free,0,0,No IEP,76,0.94
7029,18,Kendrick,Davis,2013-11-10,Male,2022-08-20,1,Full Price,0,0,No IEP,87,0.93
7030,18,Isaiah,White,2014-10-04,Female,2023-01-29,1,Free,0,0,No IEP,89,0.75
7031,18,Jordan,Smith,2014-02-24,Other,2023-11-25,1,Free,1,0,Current IEP,80,0.81
7032,18,Morgan,Martinez,2009-09-04,Female,2023-09-24,1,Free,0,0,No IEP,73,0.75
7033,18,Dakota,Martinez,2018-03-12,Female,2022-09-24,1,Full Price,0,0,No IEP,89,0.91
7034,18,Morgan,Davis,2013-09-23,Female,2023-05-24,1,Free,0,0,No IEP,12,0.91
7035,18,Casey,Davis,2014-04-19,Other,2023-05-31,1,Full Price,0,0,No IEP,65,0.72
7036,18,Bailey,Lee,2018-04-23,Male,2023-12-23,1,Free,0,0,Current IEP,94,0.62
7037,18,Logan,Williams,2017-12-22,Female,2022-07-16,1,Full Price,0,0,No IEP,55,0.81
7038,18,Noah,Johnson,2013-03-14,Other,2023-08-14,1,Reduced,0,1,No IEP,85,0.76
7039,18,Finley,Johnson,2012-06-12,Male,2022-09-14,1,Free,0,0,No IEP,66,0.93
7040,18,Kendrick,Johnson,2015-09-05,Female,2023-08-20,1,Full Price,0,0,No IEP,98,0.97
7041,18,Parker,Allen,2019-07-01,Other,2023-01-03,1,Reduced,1,0,No IEP,41,0.66
7042,18,Finley,Davis,2015-04-06,Other,2023-07-19,1,Free,0,0,No IEP,62,0.75
7043,18,Logan,Jones,2018-08-01,Female,2023-06-11,0,Full Price,0,0,No IEP,61,0.95
7044,18,Casey,Hall,2012-12-14,Female,2023-06-27,1,Full Price,0,1,No IEP,103,0.91
7045,18,Oliver,White,2014-07-06,Other,2024-05-12,1,Full Price,0,0,No IEP,80,0.9
7046,18,Jordan,White,2012-06-03,Male,2022-09-16,1,Full Price,0,0,No IEP,82,0.9
7047,18,Casey,Miller,2011-08-02,Male,2022-11-03,1,Free,0,0,No IEP,50,0.88
7048,18,Morgan,Jones,2016-02-02,Male,2023-01-17,1,Full Price,0,0,No IEP,106,0.9
7049,18,Logan,Rodriguez,2020-01-13,Other,2023-07-16,1,Reduced,0,0,No IEP,78,0.94
7050,18,Morgan,Lee,2012-06-10,Female,2023-12-30,1,Reduced,0,1,Evaluation Pending,81,0.96
7051,18,Parker,Jones,2006-04-16,Other,2022-11-20,1,Free,0,0,No IEP,106,0.74
7052,18,Kendrick,Martinez,2013-11-09,Other,2023-10-30,1,Free,1,0,No IEP,63,0.94
7053,18,Alex,Garcia,2006-06-18,Male,2023-08-08,1,Full Price,0,0,No IEP,50,0.95
7054,18,Finley,Allen,2014-02-02,Male,2024-03-03,1,Full Price,0,0,No IEP,85,0.92
7055,18,Harper,Brown,2007-09-09,Male,2024-05-21,1,Reduced,0,0,No IEP,51,0.54
7056,18,Parker,Johnson,2007-09-08,Other,2022-06-29,1,Free,0,0,No IEP,34,0.88
7057,18,Parker,Rodriguez,2010-11-27,Male,2023-04-09,1,Full Price,0,0,No IEP,78,0.93
7058,18,Dakota,Smith,2006-07-27,Male,2024-03-22,1,Full Price,0,0,No IEP,97,0.89
7059,18,Logan,Lee,2010-04-27,Female,2024-04-18,1,Free,0,0,No IEP,56,0.85
7060,18,Parker,Hall,2017-04-03,Other,2024-05-16,1,Free,0,0,No IEP,12,0.77
7061,18,Oliver,Johnson,2012-03-19,Other,2024-02-01,1,Full Price,0,0,No IEP,83,0.88
7062,18,Finley,Williams,2012-09-11,Male,2023-01-18,1,Free,0,0,No IEP,74,0.79
7063,18,Dakota,Smith,2010-03-03,Male,2023-05-27,1,Free,0,0,Current IEP,45,0.83
7064,18,Parker,Martinez,2020-02-24,Female,2023-04-21,1,Free,0,1,No IEP,85,0.89
7065,18,Morgan,Rodriguez,2011-08-14,Male,2023-02-12,1,Free,0,0,No IEP,57,0.9
7066,18,Oliver,Hall,2019-09-04,Male,2023-09-12,1,Free,0,0,No IEP,40,0.73
7067,18,Isaiah,Smith,2020-12-21,Other,2023-07-16,1,Reduced,0,0,No IEP,58,0.94
7068,18,Morgan,Lee,2007-09-20,Female,2023-12-29,1,Reduced,0,0,No IEP,61,0.98
7069,18,Morgan,Rodriguez,2019-03-08,Other,2023-11-13,1,Free,1,1,No IEP,92,0.78
7070,18,Dakota,Rodriguez,2016-07-07,Female,2024-02-21,1,Full Price,0,0,No IEP,80,0.94
7071,18,Morgan,Hall,2006-04-05,Other,2023-11-17,1,Reduced,0,0,No IEP,105,0.68
7072,18,Eden,Walker,2013-10-03,Other,2022-12-11,1,Reduced,1,0,No IEP,33,0.64
7073,18,Bailey,Martinez,2014-07-08,Female,2022-11-03,1,Free,0,0,Current IEP,87,0.89
7074,18,Dakota,Hall,2009-04-25,Female,2022-12-21,1,Reduced,1,1,No IEP,88,0.88
7075,18,Bailey,Davis,2018-10-16,Male,2022-11-27,1,Reduced,0,0,No IEP,90,0.95
7076,18,Dakota,Davis,2007-04-22,Male,2022-08-07,1,Free,0,0,No IEP,84,0.98
7077,18,Parker,White,2016-05-17,Female,2024-03-15,1,Free,1,0,No IEP,53,0.97
7078,18,Casey,Martinez,2019-02-01,Male,2024-01-23,1,Full Price,0,0,No IEP,50,0.93
7079,18,Noah,Martinez,2020-10-10,Other,2023-09-06,1,Free,0,0,No IEP,46,0.78
7080,18,Oliver,Williams,2011-07-08,Female,2023-01-26,0,Reduced,0,0,No IEP,39,0.62
7081,18,Logan,Garcia,2017-03-28,Female,2023-06-01,1,Free,1,0,No IEP,62,0.81
7082,18,Parker,Jones,2010-12-11,Female,2022-10-26,1,Reduced,0,0,No IEP,79,0.93
7083,18,Casey,Rodriguez,2009-10-19,Female,2022-06-25,1,Full Price,0,1,Current IEP,85,0.97
7084,18,Casey,Lee,2007-03-16,Male,2022-12-05,1,Free,0,0,No IEP,61,0.92
7085,18,Bailey,Smith,2019-10-12,Other,2023-11-03,1,Free,0,0,No IEP,101,0.92
7086,18,Bailey,Johnson,2016-12-03,Female,2023-11-12,1,Free,0,0,No IEP,64,0.83
7087,18,Oliver,Brown,2018-04-14,Other,2023-03-09,1,Reduced,0,0,No IEP,105,0.92
7088,18,Dakota,Williams,2009-09-02,Other,2022-12-26,1,Free,0,0,No IEP,21,0.57
7089,18,Harper,Brown,2015-03-27,Male,2024-02-03,0,Free,0,0,No IEP,72,0.8
7090,18,Isaiah,Miller,2009-04-04,Male,2023-12-07,1,Reduced,0,0,No IEP,86,0.9
7091,18,Dakota,Lee,2014-02-18,Other,2023-10-01,1,Free,0,0,Current IEP,71,0.83
7092,18,Gabriel,Allen,2018-01-15,Male,2022-12-10,1,Full Price,0,0,No IEP,76,0.79
7093,18,Isaiah,Young,2019-03-26,Female,2023-04-01,1,Free,0,0,No IEP,99,0.91
7094,18,Dakota,Hall,2018-07-25,Other,2023-06-01,1,Free,0,0,No IEP,77,0.7
7095,18,Eden,Smith,2010-01-08,Female,2023-10-22,1,Reduced,0,0,No IEP,83,0.77
7096,18,Noah,Martinez,2009-12-12,Male,2022-11-27,1,Free,0,0,No IEP,84,0.53
7097,18,Eden,Smith,2012-05-24,Female,2023-06-02,1,Free,0,0,No IEP,34,0.75
7098,18,Logan,Martinez,2006-02-04,Other,2022-12-23,1,Full Price,0,1,No IEP,78,0.92
7099,18,Finley,Walker,2006-06-24,Other,2024-01-29,1,Full Price,0,0,Current IEP,99,0.92
7100,18,Alex,Williams,2012-10-03,Male,2023-04-19,1,Free,1,0,No IEP,55,0.55
7101,18,Finley,Garcia,2013-03-03,Female,2023-01-03,1,Reduced,0,0,Current IEP,70,0.93
7102,18,Kendrick,Williams,2015-12-27,Other,2022-08-28,1,Free,0,0,No IEP,48,0.94
7103,18,Morgan,Young,2017-10-11,Female,2023-09-11,1,Free,0,0,No IEP,82,0.92
7104,18,Kendrick,Smith,2011-06-10,Female,2022-09-16,1,Full Price,0,1,No IEP,65,0.71
7105,18,Morgan,Smith,2010-05-17,Other,2022-07-20,1,Free,0,0,No IEP,47,0.81
7106,18,Harper,Martinez,2008-07-01,Male,2023-12-10,1,Reduced,0,0,Evaluation Pending,59,0.75
7107,18,Dakota,Rodriguez,2020-07-14,Other,2023-09-12,1,Reduced,0,0,No IEP,52,0.63
7108,18,Harper,Smith,2017-02-15,Male,2024-01-21,1,Reduced,0,0,No IEP,13,0.81
7109,18,Dakota,Brown,2007-08-13,Female,2023-05-05,1,Reduced,0,1,No IEP,87,0.85
7110,18,Casey,Allen,2009-06-19,Female,2022-07-20,1,Free,0,0,No IEP,33,0.79
7111,18,Eden,Hall,2013-09-21,Female,2024-03-25,1,Reduced,0,0,No IEP,75,0.94
7112,18,Harper,Jones,2011-01-24,Female,2023-11-07,1,Full Price,1,0,No IEP,55,0.96
7113,18,Morgan,Lee,2009-05-09,Female,2023-11-10,1,Free,0,0,Current IEP,68,0.72
7114,18,Kendrick,Allen,2018-09-28,Female,2023-03-27,1,Reduced,0,1,No IEP,74,0.82
7115,18,Eden,Johnson,2009-07-21,Male,2023-05-17,1,Reduced,0,0,No IEP,62,0.84
7116,18,Bailey,Garcia,2018-09-24,Female,2022-08-28,1,Free,0,0,No IEP,91,0.91
7117,18,Morgan,Rodriguez,2008-12-26,Male,2023-12-22,1,Reduced,0,0,Current IEP,87,0.95
7118,18,Alex,Young,2017-06-15,Other,2022-09-03,1,Reduced,0,0,No IEP,61,0.96
7119,18,Parker,Rodriguez,2014-02-04,Other,2023-10-12,1,Free,0,1,No IEP,75,0.94
7120,18,Finley,White,2018-06-23,Female,2024-01-21,1,Free,0,0,No IEP,19,0.67
7121,18,Alex,Allen,2018-11-24,Male,2023-10-24,1,Full Price,0,0,No IEP,56,0.91
7122,18,Casey,Miller,2008-12-21,Female,2023-10-24,1,Full Price,0,0,No IEP,20,0.63
7123,18,Oliver,Brown,2009-02-14,Other,2022-07-26,1,Reduced,1,0,No IEP,89,0.94
7124,18,Finley,Young,2006-02-22,Female,2023-10-19,1,Full Price,0,1,No IEP,92,0.93
7125,18,Parker,Johnson,2009-11-26,Other,2022-11-10,1,Free,0,0,No IEP,17,0.77
7126,18,Oliver,Young,2011-04-09,Female,2022-10-03,1,Free,0,0,No IEP,81,0.81
7127,18,Eden,Rodriguez,2007-09-15,Male,2023-05-23,1,Reduced,0,0,No IEP,37,0.55
7128,18,Oliver,Miller,2009-07-18,Male,2022-11-08,1,Reduced,0,1,No IEP,82,0.89
7129,18,Bailey,Jones,2020-10-28,Male,2023-10-20,1,Reduced,0,0,No IEP,70,0.95
7130,18,Finley,Lee,2020-07-05,Other,2023-09-17,1,Free,0,0,No IEP,96,0.95
7131,18,Logan,Williams,2014-07-09,Other,2024-03-14,1,Full Price,0,0,No IEP,69,0.72
7132,18,Parker,Walker,2010-06-28,Male,2023-07-14,1,Reduced,0,0,No IEP,16,0.7
7133,18,Isaiah,Walker,2018-12-28,Other,2023-06-19,0,Reduced,0,0,No IEP,63,0.97
7134,18,Kendrick,Brown,2007-08-05,Other,2023-06-27,1,Reduced,1,1,Current IEP,27,0.51
7135,18,Gabriel,Johnson,2020-07-24,Female,2023-04-17,1,Free,0,0,No IEP,90,0.84
7136,18,Harper,Lee,2010-04-28,Female,2023-03-26,1,Free,1,0,No IEP,49,0.78
7137,18,Bailey,Lee,2012-02-08,Other,2023-06-25,1,Full Price,0,0,No IEP,89,0.85
7138,18,Isaiah,Young,2016-05-01,Other,2022-12-19,1,Full Price,1,0,No IEP,97,0.91
7139,18,Kendrick,Garcia,2013-09-07,Male,2023-11-16,1,Reduced,0,0,No IEP,106,0.9
7140,18,Oliver,Rodriguez,2009-05-19,Male,2022-10-27,1,Full Price,0,1,Current IEP,93,0.83
7141,18,Noah,Young,2020-09-21,Male,2023-02-24,1,Free,1,0,No IEP,82,0.93
7142,18,Isaiah,Young,2015-11-11,Female,2023-07-21,1,Full Price,0,0,No IEP,27,0.89
7143,18,Finley,Young,2012-04-03,Male,2023-04-11,1,Free,0,0,No IEP,85,0.94
7144,18,Alex,Young,2013-12-10,Female,2023-08-29,1,Full Price,1,0,No IEP,70,0.7
7145,18,Finley,Johnson,2016-01-20,Other,2023-09-03,1,Free,0,0,No IEP,78,0.84
7146,18,Noah,Rodriguez,2011-10-05,Other,2022-07-11,1,Free,0,0,No IEP,78,0.88
7147,18,Kendrick,Martinez,2020-12-28,Female,2023-01-19,1,Reduced,0,0,No IEP,59,0.9
7148,18,Dakota,Miller,2010-01-20,Female,2023-11-15,1,Free,1,0,Evaluation Pending,51,0.72
7149,18,Noah,Garcia,2013-08-21,Female,2023-02-05,1,Free,0,1,No IEP,93,0.92
7150,18,Gabriel,Rodriguez,2017-11-24,Male,2022-11-02,1,Full Price,0,0,No IEP,77,0.76
7151,18,Isaiah,Allen,2014-04-28,Female,2024-02-27,1,Full Price,0,0,No IEP,61,0.92
7152,18,Jordan,Young,2006-06-14,Other,2023-03-03,1,Reduced,1,1,No IEP,54,0.69
7153,18,Finley,Martinez,2008-11-20,Female,2024-01-01,1,Free,0,0,No IEP,63,0.84
7154,18,Jordan,Hall,2013-04-09,Male,2023-08-26,1,Reduced,0,1,No IEP,57,0.89
7155,18,Jordan,Allen,2012-09-09,Male,2022-10-17,1,Full Price,0,0,No IEP,43,0.92
7156,18,Logan,Rodriguez,2011-03-24,Other,2024-03-02,1,Reduced,0,0,No IEP,67,0.95
7157,18,Gabriel,Smith,2014-11-11,Other,2024-03-07,1,Reduced,1,0,No IEP,82,0.91
7158,18,Harper,Miller,2016-10-12,Female,2022-11-26,1,Full Price,0,0,No IEP,73,0.92
7159,18,Finley,Johnson,2011-10-13,Male,2022-09-19,1,Reduced,0,0,No IEP,80,0.96
7160,18,Noah,Garcia,2008-09-14,Other,2024-04-17,1,Full Price,0,0,No IEP,81,0.92
7161,18,Parker,Garcia,2014-03-14,Male,2023-04-06,0,Reduced,0,0,No IEP,57,0.69
7162,18,Finley,Martinez,2009-01-14,Male,2023-01-13,1,Full Price,0,0,No IEP,45,0.83
7163,18,Logan,Davis,2014-10-02,Other,2023-12-25,1,Reduced,0,0,Current IEP,105,0.81
7164,18,Gabriel,Jones,2006-06-04,Male,2024-04-17,1,Free,0,0,No IEP,74,0.69
7165,18,Bailey,White,2017-01-14,Male,2023-04-06,1,Full Price,0,0,No IEP,76,0.77
7166,18,Oliver,Young,2008-06-07,Female,2023-02-13,1,Free,0,0,No IEP,69,0.94
7167,18,Harper,Rodriguez,2012-10-02,Female,2023-03-06,1,Free,1,0,No IEP,99,0.95
7168,18,Casey,Jones,2020-02-05,Other,2023-10-06,1,Reduced,1,0,No IEP,31,0.76
7169,18,Oliver,White,2009-05-17,Female,2023-12-20,1,Free,0,0,No IEP,107,0.84
7170,18,Eden,White,2010-04-25,Male,2024-04-28,1,Full Price,0,0,No IEP,48,0.72
7171,18,Isaiah,Garcia,2017-02-24,Other,2023-10-12,1,Reduced,0,0,No IEP,15,0.83
7172,18,Gabriel,Lee,2018-05-21,Male,2024-02-25,1,Free,0,0,Current IEP,64,0.77
7173,18,Harper,Williams,2009-02-23,Female,2023-04-23,1,Full Price,0,1,No IEP,64,0.94
7174,18,Casey,Lee,2011-11-12,Female,2023-06-11,1,Full Price,0,1,No IEP,40,0.66
7175,18,Logan,Williams,2010-09-22,Male,2023-02-07,1,Full Price,0,0,No IEP,76,0.88
7176,18,Logan,Lee,2014-06-06,Other,2022-06-30,1,Full Price,0,0,No IEP,72,0.94
7177,18,Parker,Allen,2009-02-24,Female,2022-10-09,1,Free,0,0,No IEP,5,0.97
7178,18,Alex,Lee,2019-12-01,Female,2023-04-08,1,Free,0,0,No IEP,95,0.91
7179,18,Alex,Davis,2011-11-19,Female,2022-09-22,1,Reduced,0,0,Current IEP,84,0.97
7180,18,Harper,White,2006-03-15,Female,2023-01-08,1,Free,0,0,No IEP,53,0.93
7181,18,Dakota,Garcia,2015-04-04,Male,2022-08-19,1,Reduced,0,0,No IEP,88,0.89
7182,18,Alex,Rodriguez,2012-04-27,Female,2023-07-27,1,Reduced,0,0,Current IEP,73,0.73
7183,18,Gabriel,Allen,2020-07-21,Male,2022-08-28,1,Reduced,0,0,No IEP,43,0.51
7184,18,Alex,Davis,2014-09-07,Female,2024-01-07,1,Free,1,0,No IEP,81,0.93
7185,18,Kendrick,Walker,2020-07-20,Other,2023-10-11,1,Free,0,0,No IEP,99,0.97
7186,18,Isaiah,Walker,2017-05-07,Female,2024-01-12,1,Free,0,0,No IEP,62,0.88
7187,18,Morgan,Williams,2020-10-20,Male,2024-04-24,1,Full Price,0,0,No IEP,87,0.76
7188,18,Morgan,Young,2019-04-05,Male,2024-03-16,1,Full Price,0,0,No IEP,76,0.91
7189,18,Harper,Hall,2007-11-27,Other,2023-11-15,1,Free,0,0,No IEP,89,0.93
7190,18,Finley,Rodriguez,2007-08-24,Other,2022-07-16,1,Full Price,0,0,No IEP,80,0.81
7191,18,Dakota,Davis,2015-11-22,Male,2024-02-08,1,Reduced,1,0,No IEP,31,0.53
7192,18,Jordan,Rodriguez,2019-09-06,Male,2022-11-18,1,Full Price,0,0,No IEP,53,0.92
